id_mesure,id_temps,id_localisation,id_polluant,id_pays,date_complete,annee,mois,jour,semaine,trimestre,saison,id_station,nom_station,nom_ville,admin_name,nom_pays,eco_iso3,continent,latitude,longitude,population,code_polluant,nom_polluant,categorie,unite,impact_sante,valeur_pollution,PM25_EXPO_WB,GDP_PC_USD,URBAN_PCT,RENEWABLE_PCT,FOSSIL_PCT,POP_TOTAL,PM25_ABOVE_WHO,ELEC_COAL_PCT,CO2_PC
20975,2009,948,3,1,2021-07-01,2021,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,20.656,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
20976,913,948,4,1,2018-07-01,2018,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,40.183,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
20977,1278,948,4,1,2019-07-01,2019,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,28.289,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
20978,1644,948,4,1,2020-07-01,2020,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,32.542,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
20979,2009,948,4,1,2021-07-01,2021,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,32.791,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
20980,913,948,2,1,2018-07-01,2018,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,50.22,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
20981,1278,948,2,1,2019-07-01,2019,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,82.623,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
20982,1644,948,2,1,2020-07-01,2020,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,65.626,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
20983,2009,948,2,1,2021-07-01,2021,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,51.37,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
20984,913,948,1,1,2018-07-01,2018,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,35.292,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
20985,1278,948,1,1,2019-07-01,2019,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,36.515,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
20986,1644,948,1,1,2020-07-01,2020,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,35.237,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
20987,2009,948,1,1,2021-07-01,2021,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,34.222,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
20988,913,948,5,1,2018-07-01,2018,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",19.749,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
20989,1278,948,5,1,2019-07-01,2019,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",13.929,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
20990,1644,948,5,1,2020-07-01,2020,7,1,27,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",15.095,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
20991,2009,948,5,1,2021-07-01,2021,7,1,26,3,Été,9915,光明,Kuaidamao,Jilin,China,CHN,Asia,41.7173,125.9358,1302778.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",10.351,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
20992,913,949,6,1,2018-07-01,2018,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,302.398,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
20993,1278,949,6,1,2019-07-01,2019,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,316.952,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
20994,1644,949,6,1,2020-07-01,2020,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,307.267,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
20995,2009,949,6,1,2021-07-01,2021,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,227.785,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
20996,913,949,3,1,2018-07-01,2018,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,24.463,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
20997,1278,949,3,1,2019-07-01,2019,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,29.715,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
20998,1644,949,3,1,2020-07-01,2020,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,26.562,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
20999,2009,949,3,1,2021-07-01,2021,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,21.517,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21000,913,949,4,1,2018-07-01,2018,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,24.102,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21001,1278,949,4,1,2019-07-01,2019,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,46.463,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21002,1644,949,4,1,2020-07-01,2020,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,31.226,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21003,2009,949,4,1,2021-07-01,2021,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,27.535,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21004,913,949,2,1,2018-07-01,2018,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,59.428,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21005,1278,949,2,1,2019-07-01,2019,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,63.387,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21006,1644,949,2,1,2020-07-01,2020,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,58.909,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21007,2009,949,2,1,2021-07-01,2021,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,58.684,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21008,913,949,1,1,2018-07-01,2018,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,34.702,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21009,1278,949,1,1,2019-07-01,2019,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,35.742,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21010,1644,949,1,1,2020-07-01,2020,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,45.399,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21011,2009,949,1,1,2021-07-01,2021,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,33.181,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21012,913,949,5,1,2018-07-01,2018,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",15.703,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21013,1278,949,5,1,2019-07-01,2019,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",12.881,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21014,1644,949,5,1,2020-07-01,2020,7,1,27,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",14.976,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21015,2009,949,5,1,2021-07-01,2021,7,1,26,3,Été,9916,光明街小学,Jining,Inner Mongolia,China,CHN,Asia,41.0385,113.1076,281716.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",14.826,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21016,913,950,6,1,2018-07-01,2018,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,364.695,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21017,1278,950,6,1,2019-07-01,2019,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,288.354,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21018,1644,950,6,1,2020-07-01,2020,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,293.486,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21019,2009,950,6,1,2021-07-01,2021,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,321.192,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21020,913,950,3,1,2018-07-01,2018,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,30.403,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21021,1278,950,3,1,2019-07-01,2019,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,21.508,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21022,1644,950,3,1,2020-07-01,2020,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,13.981,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21023,2009,950,3,1,2021-07-01,2021,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,21.794,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21024,913,950,4,1,2018-07-01,2018,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,40.615,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21025,1278,950,4,1,2019-07-01,2019,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,28.236,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21026,1644,950,4,1,2020-07-01,2020,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,31.279,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21027,2009,950,4,1,2021-07-01,2021,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,27.747,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21028,913,950,2,1,2018-07-01,2018,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,65.489,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21029,1278,950,2,1,2019-07-01,2019,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,55.098,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21030,1644,950,2,1,2020-07-01,2020,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,66.458,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21031,2009,950,2,1,2021-07-01,2021,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM10,Particules PM10,Particules,µg/m³,Irritation des voies respiratoires supérieures. Aggravation de l'asthme.,52.5,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21032,913,950,1,1,2018-07-01,2018,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,34.986,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21033,1278,950,1,1,2019-07-01,2019,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,42.661,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21034,1644,950,1,1,2020-07-01,2020,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,28.201,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21035,2009,950,1,1,2021-07-01,2021,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,PM2.5,Particules fines PM2.5,Particules,µg/m³,Pénètre profondément dans les alvéoles pulmonaires. Risque cardiovasculaire et respiratoire grave.,38.285,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21036,913,950,5,1,2018-07-01,2018,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",18.516,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21037,1278,950,5,1,2019-07-01,2019,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",18.127,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21038,1644,950,5,1,2020-07-01,2020,7,1,27,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",13.59,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21039,2009,950,5,1,2021-07-01,2021,7,1,26,3,Été,9917,党政办公中心,Suihua,Heilongjiang,China,CHN,Asia,46.652800000000006,126.96399999999998,3756167.0,SO2,Dioxyde de soufre,Gaz,µg/m³,"Émis par combustion de charbon. Pluies acides, toux, dyspnée.",11.884,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21040,913,951,6,1,2018-07-01,2018,7,1,26,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,326.463,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21041,1278,951,6,1,2019-07-01,2019,7,1,27,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,296.2,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21042,1644,951,6,1,2020-07-01,2020,7,1,27,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,251.142,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21043,2009,951,6,1,2021-07-01,2021,7,1,26,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,CO,Monoxyde de carbone,Gaz,mg/m³,Toxique : réduit le transport d'oxygène dans le sang.,235.474,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21044,913,951,3,1,2018-07-01,2018,7,1,26,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,24.755,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21045,1278,951,3,1,2019-07-01,2019,7,1,27,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,20.097,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
21046,1644,951,3,1,2020-07-01,2020,7,1,27,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,24.92,34.8105,10627.4638,63.5234,14.9,0.0,1411100000.0,,63.455,8.4786
21047,2009,951,3,1,2021-07-01,2021,7,1,26,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,NO2,Dioxyde d'azote,Gaz,µg/m³,Émis par le trafic et l'industrie. Inflammation bronchique et risque d'infections.,20.701,,12887.4357,64.7211,15.2,0.0,1412360000.0,,63.001,8.8872
21048,913,951,4,1,2018-07-01,2018,7,1,26,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,34.592,40.2664,10085.6638,61.5002,13.5,0.0,1402760000.0,,66.5294,8.2177
21049,1278,951,4,1,2019-07-01,2019,7,1,27,3,Été,9918,党校(对照点),Tongchuanshi,Shaanxi,China,CHN,Asia,35.0994,109.0656,,O3,Ozone troposphérique,Gaz,µg/m³,Formé par réaction photochimique. Réduction de la fonction pulmonaire.,28.129,37.5476,10342.901,62.7099,14.3,0.0,1407745000.0,,64.9687,8.3915
